Date,Close,High,Low,Open,Volume,RSI,MACD,EMA_20
2020-03-20,455.38311767578125,462.9657459489258,416.0383975453142,420.28825049021884,63360475,31.749383697687477,-55.84441610679892,525.2377006262301
2020-03-23,395.48248291015625,424.9854120443488,391.7247049147837,409.86486186475844,40670949,25.669577589857198,-59.17142283264849,512.8800608437468
2020-03-24,422.03289794921875,433.93247910305325,400.7389011910396,416.0383584084689,45734887,31.894857834293447,-58.98575199841571,504.227950091887
2020-03-25,484.14788818359375,515.1494403179707,430.91289363718744,431.15893082862937,73130298,43.76168001668245,-53.21303913810186,502.3155632434781
2020-03-26,476.96783447265625,499.648645569476,466.2984692637249,490.2094960975014,45744488,42.83261716019386,-48.656609824049156,499.90149383673315
2020-03-27,476.699462890625,495.3540929516579,468.0208212280606,489.8516573515531,41657940,42.79604519772247,-44.553675076573995,497.6917766037705
2020-03-30,460.97503662109375,480.81514997134894,456.30021017423684,465.51569081571824,30229866,40.60822978558004,-42.08576105858225,494.194944224468
2020-03-31,498.23956298828125,505.4195552653473,468.8260968406911,480.4349081941597,44292810,47.462789027903206,-36.69993160711982,494.58014601149785
2020-04-01,483.3426818847656,503.09329603601816,467.5734864710347,502.04201634176945,41597459,45.21615997753193,-33.25038700688566,493.5099113327615
2020-04-03,482.0006408691406,507.4997897099809,472.5391228402064,507.4997897099809,41367807,45.009461606350136,-30.27588796228605,492.41379033622616
2020-04-07,539.5526733398438,543.0867222762461,492.0884825342907,493.02792725045947,54373624,54.59518418299067,-23.00937030332966,496.90320776514216
2020-04-08,533.31201171875,549.7970116946221,518.9296308909336,527.8766770166352,49880330,53.50601795175932,-17.55184519781477,500.370712903581
2020-04-09,545.7484130859375,551.4968858405396,533.6922622821191,543.0866484415843,33032857,55.41489688904761,-12.083907810096605,504.692398635234
2020-04-13,531.9700317382812,543.5341094585195,527.8767178037374,538.5908487718674,23673784,52.82712056060569,-8.761333066140708,507.29026845457184
2020-04-15,514.3889770507812,552.928454098454,511.32460598764607,535.5040393591676,35321842,49.64162086930197,-7.460809261005636,507.96633593992516
2020-04-16,522.53076171875,531.2094028193618,512.2192985890305,514.3889290016788,37455706,51.1118453278122,-5.707369790466316,509.353424109337
2020-04-17,547.5601196289062,550.2442808995188,533.535612903734,543.9813374764348,33269335,55.420682613912106,-2.2719072404818235,512.9921570159627
2020-04-20,556.417724609375,562.3227357287913,537.718363464547,548.454828761218,36030932,56.86943085477375,1.1521747243638174,517.1279253581924
2020-04-21,553.5323486328125,560.0860337092978,520.7190100428373,541.2972025264376,61371628,56.22838965886235,3.5915573855927505,520.5950132891087
2020-04-22,610.0106201171875,619.5392672425052,581.5590002828025,590.506045286382,142683366,64.63223955702833,9.967214376641323,529.1107853679733
2020-04-23,613.2764282226562,619.964375961398,605.4029986108286,611.6883400063555,65464502,65.05009466496678,15.109321048963125,537.1265608779431
2020-04-24,633.8993530273438,668.7705176942633,602.6741016877038,603.9937855419026,134986308,67.6493306171578,20.610984710569596,546.3430172731241
2020-04-27,639.60302734375,659.8457429084622,636.583390790588,641.5042534438866,58482901,68.35039379420432,25.14151590418453,555.2249229941361
2020-04-28,638.8873291015625,651.1000185601599,622.7825996528488,648.6619839341811,78453401,68.15081937139898,28.347471641637867,563.1927711948434
2020-04-29,638.3504028320312,650.2947467333179,635.2412982789344,646.3804296711473,37494672,67.99042799239169,30.49338048974687,570.3506408745756
2020-04-30,655.8196411132812,668.770532341543,643.3161499559969,650.4290406318744,71345899,70.42891890420265,33.22070266395201,578.4905456592141
2020-05-04,642.0411987304688,655.3722993617022,634.100638844068,644.1884921115068,53456868,66.14863107541794,33.879775030139626,584.5429888088574
2020-05-05,653.4262084960938,661.6351717003255,647.4093321949724,650.3171635725639,44903763,67.88540150187575,34.91825387349729,591.1032954457371
2020-05-06,653.47119140625,664.2971283415103,646.6490408715737,654.9250776533884,40489094,67.89241077046483,35.337536460146,597.043095061024
2020-05-07,674.138671875,677.1359713581347,646.4251935136327,650.8987159981552,50026966,71.02184355981579,36.91201514565273,604.3855309480693
2020-05-08,698.6761474609375,706.7731874423821,687.6264818225529,691.1605902433332,84262770,74.23291684548877,39.68233678194315,613.3655896635805
2020-05-11,705.3863525390625,722.475230772329,703.3732613494101,706.817841580586,67085063,75.0472252319772,41.93588334900767,622.1294718421979
2020-05-12,661.7470092773438,701.6062261496023,655.3722604271993,700.0180784316636,100683202,61.44686337581653,39.74237953481554,625.9025706455451
2020-05-13,675.787109375,689.5832867365536,656.616935854156,689.5832867365536,66430125,63.724605973079825,38.69092579034907,630.6534790959694
2020-05-14,648.4657592773438,675.9000855316069,645.8013667337839,663.3909205122524,49266771,56.703990522843924,35.24673409341449,632.3498867322908
2020-05-15,659.0556640625,662.3523056062347,639.0500542508714,652.101104371265,62152260,58.607538647633156,32.99139985111742,634.8932940970726
2020-05-18,650.6334228515625,669.2616544401022,644.875632962838,663.842565100716,62796089,56.48069140357987,30.176570022221654,636.3923539784527
2020-05-19,636.2501220703125,660.0943173105137,633.6986696085636,657.9718098763932,42315854,52.94691514627617,26.479940663503044,636.3788080824393
2020-05-20,647.44970703125,653.3881649537279,629.0698124523583,636.7469251931129,55320985,55.29248116834647,24.175369559812452,637.4331794108974
2020-05-21,650.8591918945312,659.9813507786306,643.5207801115246,648.0367074472184,39167981,56.011385930884245,22.366272820261884,638.7118472664816
2020-05-22,646.4786987304688,658.4233416526746,644.1981590875719,655.6234930794669,37828973,54.79231392742084,20.344561984788356,639.451547405909
2020-05-26,643.0918579101562,654.6752261523151,639.5919719683144,653.9752489639468,33216635,53.817034057964314,18.258578307685298,639.7982436444087
2020-05-27,652.8010864257812,656.61703698639,637.6501047337907,646.2303793438942,35667956,56.22268893199054,17.190710997153815,641.036609623587
2020-05-28,664.858642578125,668.2455885276171,654.3591041621977,657.0686489767882,40126278,59.07378797742933,17.120013612199045,643.3053746668762
2020-05-29,661.3136596679688,664.7457577060809,656.007450356248,662.9393746004914,40022527,57.88025830904469,16.5867333934076,645.0204494288851
2020-06-01,686.580322265625,694.7090163146383,666.5295595380629,668.3585186853417,39943702,63.53522843343918,17.9954728777185,648.9785325561936
2020-06-02,693.5122680664062,695.454167278361,686.7835281692161,689.1318561237848,22153960,64.92651162732005,19.44708526830675,653.2198407000234
2020-06-03,696.19921875,704.4859445214847,692.4509368094127,697.712053268636,25381289,65.47636610333676,20.577112862264585,657.3131148000211
2020-06-04,713.427490234375,717.8079613810611,695.905665372641,697.2604077785676,34202350,68.84856760863777,22.602300151301165,662.6573410318643
2020-06-05,714.2855224609375,730.6783659768879,710.6727564801458,720.291708575871,33076685,69.01091761435254,23.999856294388223,667.5743106917761
2020-06-08,708.7760620117188,730.8590266524802,706.7439184964705,730.8590266524802,31414953,66.61039154238999,24.38180393425523,671.498287007961
2020-06-09,694.1670532226562,714.8726404733965,692.29294201313,704.6214390965813,25857161,60.59174991781079,23.23780433064462,673.6572171236462
2020-06-10,709.9728393554688,713.3146329578219,695.4766830422209,696.8540015463917,22132647,64.34538682935482,23.33755049418653,677.1158478123912
2020-06-11,694.4154052734375,708.0760679196416,691.3897362648564,707.1954823716251,20385805,58.444524383282136,21.90869533378884,678.7634247134432
2020-06-12,717.4918212890625,719.3885083960947,676.0354981246212,677.3903002260765,38548899,63.75423037691775,22.380403875079423,682.4518434349308
2020-06-15,729.120361328125,734.7201185977291,704.9826774658966,706.7439083037186,53107403,66.10454094394106,23.422561580060346,686.8964641866636
2020-06-16,730.5429077148438,744.474543171046,715.9112353938917,741.9682427707079,51187003,66.39164616873374,24.085622609626284,691.0532683322047
2020-06-17,729.4816284179688,738.5586354119855,723.4980185831051,726.2752912652263,41782053,65.94288480726824,24.245974382787608,694.7131121498966
2020-06-18,747.7937622070312,751.9032611106536,725.0786081018418,725.7108570793259,40471557,69.7431948718912,25.556095710941463,699.768412155338
2020-06-19,794.5337524414062,807.8105634275437,750.5485488531187,754.1612552518901,105804173,76.84526975836768,30.019852716528362,708.793682658773
2020-06-22,788.5501098632812,814.7650899304879,783.5148135515716,800.8560305108304,60198705,74.43642186344482,32.69766403699214,716.3895328687262
2020-06-23,777.1474609375,796.4982481167505,774.9798010448966,790.288816914505,37962078,69.93731814263235,33.513428387583986,722.1760022086094
2020-06-24,780.2859497070312,800.539956785878,772.9927488541816,783.9212919679801,51586221,70.46644014876188,34.021004365958106,727.7102829227448
2020-06-25,775.7925415039062,789.8371168459703,773.6023058840819,779.9020403666149,39679374,68.60468795265328,33.67252558220173,732.2895456447602
2020-06-26,786.5178833007812,791.1919028764127,775.3860969939733,780.7149415817722,30921913,70.60127388015873,33.871351230209484,737.454149231048
2020-06-29,778.1634521484375,785.6598967514907,774.7313543352946,780.3762638421109,25621946,67.0256278521033,32.9746776576045,741.3312256993707
2020-06-30,769.5606689453125,786.2244265425657,765.69950630874,784.4181031225515,30276420,63.461454793739286,31.21011391747834,744.0197441037461
2020-07-01,784.68896484375,789.8371415415186,771.3443662186169,776.7409392467646,28464103,66.80443407140595,30.678765772041515,747.8930032218417
2020-07-02,798.19775390625,801.4851428535685,786.7259244633,790.3307243392775,28789533,69.48886304337954,30.99047600186111,752.683931858452
2020-07-03,810.6897583007812,813.0023064997346,801.6664846343106,807.0169546549783,29434266,71.76287482663744,31.87803877177521,758.2082962815309
2020-07-06,839.6640625,842.4753051236336,812.5941809641026,818.4434654093601,47016185,76.19462196060576,34.521480721112425,765.9659883023376
2020-07-07,826.8092041015625,845.3545651080822,819.0329064848479,843.3821557977242,35189589,70.87949010108804,35.173687496118305,771.7605802832162
2020-07-08,815.2694091796875,832.0236438535034,811.6419416064408,827.0812567649883,26204095,66.40150036165502,34.36328252554745,775.9042782733562
2020-07-09,827.1719360351562,832.0463193953086,809.9415548565688,820.257139626406,36418942,68.60469553343268,34.28623481883494,780.7869123459086
2020-07-10,851.5665893554688,854.5365672443328,827.1719444149811,829.0990778284718,43759967,72.57417014333465,35.78115571441185,787.5278339658666
2020-07-13,877.3895263671875,883.1480789947044,861.519399808991,863.0383906975433,69608392,76.02916329815895,38.60457696727269,796.08609038504
2020-07-14,869.2277221679688,880.4274760561808,855.7608159923657,876.9360759259316,67331128,72.90309405398412,39.7256368507185,803.0519600786523
2020-07-15,836.127197265625,897.2497559791088,815.2694086530637,878.7270634112394,139669773,61.80441538982802,37.510748597952556,806.2019826678877
2020-07-16,835.855224609375,847.463061457531,821.8214999600007,837.4875551151266,60961724,61.721270565456294,35.326268545879884,809.0261009480294
2020-07-17,866.8245849609375,870.5880602549773,833.4066658222266,836.5807150882681,49726765,67.14190130088238,35.68269305112278,814.5307184730682
2020-07-20,870.5426635742188,876.0292010321696,861.3607145700907,869.5904907729887,36592938,67.73268186098267,35.85190150670451,819.8651894350825
2020-07-21,893.9623413085938,896.4335647635958,878.0696081666921,879.2031842537095,42173371,71.24032044862604,37.444139956336016,826.9220610420836
2020-07-22,908.67626953125,911.3968402873401,889.0426683207968,899.1541819328522,59771457,73.21068243585646,39.438667033423485,834.7081761362899
2020-07-23,933.0708618164062,943.0009721388485,902.9403320698102,908.6535486923683,58333751,76.13049518980371,42.4978945606307,844.0760509629677
2020-07-24,973.1314086914062,980.771698048135,933.0707724588616,933.1614441502056,120597372,79.98789099321394,47.60613189464641,856.3670374132952
2020-07-27,977.6884155273438,997.0046048083541,964.8563318326538,987.9359961186242,80304827,80.37637883828448,51.42931403334137,867.9214543765379
2020-07-28,987.437255859375,994.8281988813131,975.1719293046234,977.688488793748,55114422,81.21645765630934,54.61628087466522,879.3039116606176
2020-07-29,950.6865844726562,989.7496529141752,938.8066737106664,987.5278965951661,72663399,69.19133306864524,53.559106968788456,886.1022614522403
2020-07-30,956.2184448242188,970.2067721069309,939.50948704219,951.7521443849641,72857444,69.913451652514,52.561764626487616,892.7799932019525
2020-07-31,937.2877807617188,965.3551702803413,930.803734578172,958.7804523943249,74958061,64.354488663106,49.67123814104991,897.0188301124065
2020-08-03,910.943359375,932.7080438678015,908.2680646839153,930.1234808378756,46715383,57.50235016162074,44.7389773578941,898.344975756463
2020-08-04,975.1492309570312,982.5855095976556,906.9758674005031,916.2032119273854,92041055,66.78467161116973,45.486660490365466,905.6596667279457
2020-08-05,964.1989135742188,995.7350350128565,960.5034420662862,983.4924363615606,74549993,64.20880755307388,44.680556025264195,911.2348330942574
2020-08-06,967.6676025390625,982.9029063632007,955.7423553761497,978.0511909769217,49322975,64.67361035185655,43.816517105069465,916.6093825651913
2020-08-07,973.2675170898438,978.41397565965,961.3649973579197,965.7178986420788,32984416,65.45361273316101,43.08694683711542,922.0053953770629
2020-08-10,961.2062377929688,981.6786719644749,955.8784359553779,979.0034370833714,26958997,62.26475171270048,41.062173528430776,925.7388089404825
2020-08-11,967.5315551757812,979.4114660011795,952.3642557487519,967.9849736113041,46828306,63.27524743317236,39.512451399418524,929.7190704867014
2020-08-12,964.7203979492188,972.6101557663372,955.2890412068107,961.7277518696429,30264617,62.47453277068457,37.62374543525959,933.0525302450365
2020-08-13,962.2037963867188,969.8440862641454,956.7399270901238,964.901699164418,24830322,61.721533344978994,35.51447487789562,935.828841306149
2020-08-14,958.4630126953125,978.0512181796919,947.331262509623,962.4304992398274,33224635,60.55321379632036,33.15877901992974,937.9844766765456
2020-08-17,948.2835083007812,954.4728113825545,938.6480809006554,954.4728113825545,30979066,57.37074504395614,30.123230301789476,938.9653368312347
2020-08-18,960.6168212890625,967.7583570068861,944.2026051100721,945.4041850307872,30547672,60.10643926986657,28.385520743316874,941.0273829700755
2020-08-19,966.5114135742188,976.6909912734272,961.8864371354927,970.7963711289713,34087543,61.38202033153352,27.17080955366214,943.4544335038034
2020-08-20,950.8679809570312,963.0426353692126,946.7644269706007,961.2742374165047,22537845,56.2423887704601,24.661564742690757,944.160485642206
2020-08-21,943.9758911132812,962.1811736813316,941.7767425366628,960.3674398053548,25280895,54.09337858466134,21.864792384819225,944.1429052108799
2020-08-24,950.2785034179688,954.2459896740781,938.8293431473724,948.3060942515586,32717218,55.758178559586206,19.92719003888567,944.7272478972693
2020-08-25,944.0892333984375,957.3294607463159,942.2301636663344,954.9262408658594,19388008,53.698714857313874,17.68830409633813,944.6664846116662
2020-08-26,969.11865234375,973.9477001185352,928.1738418761494,945.404223995661,59870421,60.114586711784405,17.72926386808399,946.9952624909123
2020-08-27,957.0120239257812,974.8772272109728,953.6792992534803,973.9703303109421,28085062,56.06760041438276,16.593541036330976,947.9492397704237
2020-08-28,959.528564453125,967.1235185049004,955.0395957954092,961.2742345079785,27166900,56.71983847847517,15.715379189858709,949.0520325973476
2020-08-31,943.4544067382812,985.7595292256586,934.2270624878475,985.7595292256586,62076132,51.46409088305727,13.565999017337504,948.5189253726746
2020-09-01,946.4244384765625,962.3625085827924,935.1566206196067,952.2056589351107,38616258,52.34280090119821,11.964339032036037,948.3194504301878
2020-09-02,964.992431640625,969.4360647157956,945.4042254030269,948.5782147606872,26949439,57.5206440816822,12.054338908126397,949.9073534026104
2020-09-03,957.6921997070312,969.7761228830589,953.5659776492615,964.9017393534515,18586429,54.99095016582008,11.405125563829188,950.6487673363647
2020-09-04,941.89013671875,950.8227390952824,939.6003163077191,944.7467752348789,28475945,49.877535250743875,9.505946260100245,949.814612039449
2020-09-07,944.3385620117188,954.8128218318382,926.9267781694189,944.9507158856927,21926473,50.64334915047496,8.104971373026842,949.2930834653795
2020-09-08,955.4249877929688,961.7276301292338,943.3636733262639,948.5781353786673,27397082,54.06564703540063,7.799364371424758,949.8770743537212
2020-09-09,980.023681640625,982.9483238635318,943.7945186882138,945.4042412879571,55310877,60.59446463280185,9.43333600905487,952.7481798096168
2020-09-10,1049.239990234375,1063.2737150092375,986.3716977544623,989.8858259136236,140304404,72.45722383508149,16.127539704032188,961.9378760405461
2020-09-11,1051.84716796875,1060.0542764084548,1037.042733630043,1048.3331597240744,59470807,72.7895096021988,21.396476552650824,970.5006657479942
2020-09-14,1044.0482177734375,1070.0978626809967,1034.7301409572988,1054.2277957192978,44063445,70.06640663319162,24.658588010459198,977.5051945123221
2020-09-15,1051.439208984375,1054.5678626798037,1037.5188229090886,1048.3105552889465,27178393,71.16726716180851,27.52295853114788,984.5465292239462
2020-09-16,1054.023681640625,1074.3373820752818,1047.675702726847,1051.9605405191994,33952295,71.56112527231781,29.659640278839674,991.1634008826775
2020-09-17,1042.3250732421875,1058.1724701146538,1039.19630018031,1051.960379773106,25828669,67.09345525364216,30.06245476414915,996.0359411073927
2020-09-18,1045.4765625,1051.711201831605,1032.2590023834325,1049.35337764639,33074915,67.67886088663002,30.286858934013026,1000.7445717162125
2020-09-21,1022.8728637695312,1059.215300889657,1019.0185972834089,1042.8917579068893,33627381,59.502530826057026,28.31438071897992,1002.8520281022429
2020-09-22,1002.6044921875,1032.462885418295,998.2515311852266,1032.462885418295,34792254,53.286071348903256,24.829470644031517,1002.8284532532198
2020-09-23,1011.5144653320312,1032.349647647501,999.9520239691242,1024.7546930361625,42988708,55.48763168183997,22.526938150754972,1003.6556924988208
2020-09-24,989.0242919921875,1009.3379310241465,986.6890759494188,1001.1308828752752,29826318,49.186337249036576,18.67215455596954,1002.2622257839033
2020-09-25,998.3196411132812,1003.3527603033637,982.7216491326262,992.5610883137335,28374935,51.63121071650275,16.180746204404727,1001.8867415295583
2020-09-28,1004.9170532226562,1014.7792199657465,1000.7454952765087,1009.7914367963479,19666849,53.3469394216093,14.57068141114155,1002.1753426431867
2020-09-29,1017.975830078125,1026.5682927534233,1004.9170066954657,1008.8845531281477,25842539,56.62654059960876,14.18491277342389,1003.6801509703237
2020-09-30,1013.1240844726562,1027.9285166271452,1008.884463355405,1024.7545277378715,24465159,55.07738719062165,13.333987122657163,1004.5795732086411
2020-10-01,1008.9979248046875,1026.4776536649397,1003.8968020817645,1026.4776536649397,20783227,53.73111479973364,12.186200874353403,1005.0003685987408
2020-10-05,1003.0806884765625,1019.8349246567832,1000.2694458305725,1017.4997684325708,18922799,51.77654907107788,10.676033811765365,1004.8175419204381
2020-10-06,1002.2417602539062,1012.9200316663944,998.2968817912705,1008.9978810960307,18412175,51.49056446642571,9.304267237140834,1004.5722293807684
2020-10-07,1023.62109375,1046.9727737786616,1006.6173920088511,1013.4188487180892,53170865,57.87603412936854,9.828963706999275,1006.3864069397428
2020-10-08,1015.3458862304688,1028.3821018510423,1007.5695886566497,1024.301155767066,21077808,54.865553713437436,9.467909188014232,1007.2396906817166
2020-10-09,1012.716064453125,1021.5806624419674,1005.3024535496829,1013.4188900706193,18545499,53.905919750377066,8.867348962263122,1007.7612500885174
2020-10-12,1014.3483276367188,1022.8274503983472,1009.4513365004996,1013.4188228288398,14226473,54.43858164550589,8.425981187932734,1008.3885908073937
2020-10-13,1034.1407470703125,1036.4305673579886,1009.2699549272937,1011.423767661742,23112012,60.412483912955494,9.563040109437225,1010.8411771181479
2020-10-14,1037.2239990234375,1044.7056133384592,1028.608748631058,1033.3245163972065,26742011,61.26453275332267,10.590875145515497,1013.3538268234136
2020-10-15,1000.4960327148438,1038.3575230267356,995.2815705789496,1038.3575230267356,20036197,48.0088981299267,8.345599013603305,1012.1292750035498
2020-10-16,986.57568359375,1012.2851869024872,985.1473645281419,1004.3502142447803,21583600,44.1130961900615,5.3809177950253115,1009.6955996311879
2020-10-19,986.757080078125,1010.5622392043457,977.2123844835455,993.0371147391401,31200385,44.17666649865692,3.0113112288529464,1007.5109787213723
2020-10-20,977.5524291992188,994.3747274683909,975.8973708972347,988.0266892542118,18482288,41.591368451714914,0.3861907866242973,1004.6577835287862
2020-10-21,963.3600463867188,993.9213260213652,951.1853919731954,983.0389831777511,34082321,37.907721211341155,-2.8070844370490704,1000.7246657057321
2020-10-22,955.3569946289062,966.9421636132013,948.1247869738381,964.629675395071,30802210,35.972923562637575,-5.915368761780542,996.4039351269868
2020-10-23,958.1229248046875,968.0757029274415,950.5733065108839,954.9262077062731,23422125,37.166551672282516,-8.06257864591771,992.7581246201011
2020-10-26,920.057373046875,953.0898169372152,915.2509933655792,953.0898169372152,37324416,29.120543890009017,-12.68955258544122,985.834243517889
2020-10-27,922.505859375,934.0002955194137,909.1296257900527,922.6872027612388,36478896,30.167755427468066,-15.974743485269528,979.8029688376139
2020-10-28,912.0542602539062,933.0254473288481,910.2178586428503,925.8158484232022,29924017,28.24913551421622,-19.20030843940731,973.3507108772608
2020-10-29,919.0597534179688,925.9066057760115,902.781605556934,905.5021761803395,30655304,31.398481200011375,-20.94981077569355,968.1801435001854
2020-10-30,931.5745239257812,936.3809035347286,916.7473024873174,922.0524364064571,34021563,36.7403003501576,-21.083429935685672,964.6938940169089
2020-11-02,851.2944946289062,919.105110257612,842.9967150587656,919.105110257612,99366895,23.88946826901575,-27.35195520510888,953.8939512180515
2020-11-03,839.0291137695312,865.6001769756493,832.0916499801107,856.9849870617486,88691623,22.589441657388647,-32.92992469893659,942.9544428896211
2020-11-04,867.5046997070312,874.6689636295238,832.9532636853438,832.9532636853438,80180117,31.86034407143562,-34.65330220821534,935.7687530627078
2020-11-05,886.4581298828125,889.1560327894556,876.0292050636682,886.4354619573483,37205373,37.247421517167645,-34.09666278171085,931.072503236051
2020-11-06,920.080078125,924.9997976298749,896.9550756882459,902.3282736472202,66674086,45.4815315927989,-30.58989057602173,930.0256056064271
2020-11-09,929.8514404296875,938.1492199552745,923.1859913130511,935.0205666821017,35838510,47.632166186169165,-26.71433483983992,930.0090184467376
2020-11-10,945.2001342773438,947.6713579150476,925.5439246746041,941.7767378395364,36934242,50.908090758803944,-22.149096678746673,931.4557913829858
2020-11-11,905.5929565429688,949.938556869239,896.93242937546,947.2179859193752,56724780,43.36875039810898,-21.47947871734175,928.9926642553652
2020-11-12,897.7938232421875,910.6939707303043,890.9923666961812,898.2473016530297,40046527,42.04821150259934,-21.332221959980302,926.0213460636339
2020-11-13,905.2301635742188,923.4807818666762,898.5874420075651,898.7007816340105,45388670,43.8051964613313,-20.380535277897025,924.0412334455943
2020-11-14,907.9054565429688,913.8000769836483,904.7541349819926,913.6187335697492,5226220,44.45760936563326,-19.189241312627928,922.5044927882014
2020-11-17,903.8018188476562,945.4041769988106,900.0610116001939,945.4041769988106,46542562,43.62103472748714,-18.364566240745376,920.7232857462448
2020-11-18,901.0586547851562,909.80991365708,888.7706596628595,903.8018936710494,30402290,43.038021587283886,-17.727998388948663,918.8504637499506
2020-11-19,894.6878662109375,911.6008364153229,892.4433818817643,901.0585724391551,27796343,41.64588896612871,-17.535445475211418,916.5492639843303
2020-11-20,861.2926635742188,899.5169003772073,859.2521905953536,895.5266860839987,57471248,35.21549373457921,-19.84875556253212,911.2867306119387
2020-11-23,884.50830078125,893.2594984083482,873.4218872864003,884.6443083205546,45327567,41.92839927338994,-19.58302168779187,908.7364039613968
2020-11-24,890.5617065429688,895.0733434410346,876.0292271989675,890.5390386169317,30936268,43.57031502512457,-18.66876452644476,907.0054803977371
2020-11-25,883.1932983398438,903.6657307143174,880.6541311973758,897.7937792652558,32637879,42.013162962061585,-18.327509974340046,904.7376535350805
2020-11-26,885.3699340820312,890.9924794007771,875.1450800459091,885.574005389529,25838637,42.665026521605355,-17.6776500241765,902.8931088252663
2020-11-27,875.0316162109375,886.956863707273,871.2228051404243,879.8833317328676,47336811,40.345137085848286,-17.791754907364293,900.2396333381873
2020-12-01,886.4127807617188,891.5592393178523,875.1450229329691,879.8153351253683,19750687,43.957835218906204,-16.770499111994923,898.9227902356665
2020-12-02,887.886474609375,889.6322047606417,877.3895457117752,888.0451500921909,22188887,44.427138760366745,-15.661693505416793,897.8717125569722
2020-12-03,890.5617065429688,898.2927286508155,888.1131507545629,894.1665064634373,27785372,45.32227313029061,-14.401081511196594,897.1755215080195
